customer_id,week_start,logins,reports_run,features_used,support_tickets
C071,2024-02-05,18,6,7,0
C071,2023-03-06,18,6,6,1
C071,2023-05-08,18,4,1,0
C071,2023-02-27,18,3,6,1
C071,2023-10-16,16,0,5,0
C071,2024-09-30,23,3,3,0
C071,2024-02-19,17,6,8,0
C071,2023-09-04,22,8,3,0
C071,2023-12-25,18,1,7,1
C071,2024-07-08,28,6,3,0
C071,2024-12-02,24,4,9,0
C071,2023-09-18,17,6,5,0
C071,2024-02-12,25,4,4,1
C071,2023-02-06,14,6,2,2
C071,2023-10-30,21,3,2,0
C071,2023-06-12,26,2,5,0
C071,2023-04-24,29,7,7,0
C071,2024-06-17,20,4,4,0
C071,2023-10-02,25,8,7,0
C071,2024-03-11,19,3,2,1
C071,2024-06-24,20,5,4,2
C071,2023-06-26,19,6,9,1
C071,2023-01-09,19,11,7,1
C071,2023-11-06,18,3,3,0
C071,2024-04-29,11,8,3,0
C071,2024-09-16,20,9,6,1
C071,2023-10-09,24,3,7,0
C071,2024-05-13,23,5,3,1
C071,2023-08-14,16,1,9,1
C071,2024-09-23,10,5,5,0
C071,2024-03-18,30,5,4,1
C071,2024-05-06,16,0,7,0
C071,2024-12-16,24,5,2,0
C071,2023-06-05,26,7,2,2
C071,2024-07-15,16,4,1,0
C071,2024-10-07,20,6,1,0
C071,2023-11-27,25,6,6,0
C072,2024-03-25,19,5,2,1
C072,2023-02-13,14,2,6,0
C072,2024-06-03,18,4,7,1
C072,2024-10-14,20,9,5,0
C072,2023-06-05,17,11,8,1
C072,2023-11-06,23,4,4,2
C072,2023-01-16,18,5,6,0
C072,2023-04-03,16,7,9,0
C072,2023-05-08,17,6,3,1
C072,2023-04-17,21,4,5,0
C072,2023-09-11,11,4,3,0
C072,2024-01-08,15,4,9,0
C072,2023-10-16,15,6,5,1
C072,2023-12-25,17,3,5,2
C072,2024-12-02,24,7,4,1
C072,2024-12-30,23,7,8,0
C072,2023-10-30,22,4,1,0
C072,2023-10-02,22,5,5,2
C072,2024-12-23,11,6,6,0
C072,2024-08-26,18,3,2,0
C072,2023-03-27,20,8,7,0
C072,2023-05-15,16,4,6,0
C072,2024-08-19,21,5,7,1
C072,2023-02-27,18,2,9,0
C072,2023-06-19,23,8,3,0
C072,2023-12-04,14,6,6,0
C072,2024-03-04,20,9,6,0
C072,2024-12-09,15,8,9,1
C072,2024-11-04,28,6,6,1
C072,2024-07-01,13,4,7,0
C072,2024-07-15,28,4,7,0
C072,2024-02-19,17,6,5,0
C072,2024-05-06,16,3,4,0
C072,2023-05-22,18,1,9,0
C072,2023-04-10,13,7,3,1
C072,2023-08-28,11,3,8,0
C072,2024-06-10,17,11,5,0
C072,2024-07-29,20,6,2,0
C072,2024-11-25,22,5,6,0
C072,2024-09-30,20,6,8,0
C072,2023-03-13,21,5,6,0
C072,2024-11-11,20,4,6,0
C072,2024-05-13,11,3,5,0
C072,2024-04-08,12,6,2,0
C072,2024-01-01,18,7,8,1
C072,2024-10-07,15,5,9,0
C072,2023-06-12,16,5,3,0
C072,2024-06-17,17,5,3,0
C072,2024-04-29,21,5,6,0
C072,2023-04-24,18,9,7,0
C072,2023-03-20,14,4,6,0
C072,2024-07-08,22,6,9,0
C072,2024-08-12,15,5,6,0
C072,2023-07-31,13,3,2,1
C072,2023-11-13,21,6,7,0
C072,2024-01-22,18,4,3,0
C072,2023-06-26,24,4,2,0
C072,2023-11-20,17,6,2,0
C072,2023-12-18,18,4,1,0
C072,2023-01-30,14,6,8,2
C072,2023-07-24,11,4,7,1
C072,2024-10-28,22,5,6,1
C073,2023-12-18,19,4,7,2
C073,2024-07-01,19,5,3,0
C073,2024-02-26,18,5,6,0
C073,2024-07-08,10,6,7,1
C073,2024-11-04,16,7,1,1
C073,2024-07-22,16,8,8,2
C073,2023-09-11,20,6,5,1
C073,2023-10-09,19,6,1,0
C073,2023-05-01,21,6,6,0
C073,2024-04-29,22,5,8,1
C073,2024-05-27,16,4,5,0
C073,2024-02-05,23,4,5,0
C073,2023-03-13,27,4,6,1
C073,2024-11-18,20,7,1,1
C073,2024-09-30,20,6,6,1
C073,2023-12-04,30,7,5,0
C073,2024-01-08,23,3,8,1
C073,2024-01-01,26,8,2,1
C073,2024-09-02,16,3,7,0
C073,2024-12-16,19,1,2,0
C073,2024-05-06,25,4,6,1
C073,2023-07-03,24,7,5,2
C073,2023-03-27,11,3,3,1
C073,2023-02-20,24,1,8,0
C073,2023-12-11,20,7,1,1
C073,2024-04-22,15,12,5,0
C073,2023-05-29,28,3,3,0
C073,2024-08-26,19,3,9,0
C073,2023-01-16,23,4,1,0
C073,2024-08-12,19,7,8,0
C074,2024-12-30,26,9,5,1
C074,2024-08-26,18,4,4,0
C074,2023-12-11,28,6,8,1
C074,2024-01-22,24,6,2,1
C074,2024-01-08,29,9,2,0
C074,2024-07-22,22,3,1,0
C074,2023-10-16,27,3,1,0
C074,2024-07-15,15,3,8,1
C074,2023-10-02,20,8,3,2
C074,2024-05-06,18,6,3,3
C074,2024-10-21,23,6,7,0
C074,2024-04-08,21,5,1,0
C074,2023-01-30,16,2,1,1
C074,2023-07-10,20,7,8,0
C074,2023-06-19,20,5,2,0
C074,2024-04-01,22,5,4,1
C074,2023-10-30,32,3,9,1
C074,2023-09-11,19,7,6,0
C074,2024-08-05,20,4,7,0
C074,2024-03-18,18,3,2,2
C074,2023-02-06,23,1,2,1
C074,2023-03-20,13,4,1,3
C074,2024-05-13,20,6,5,2
C074,2024-01-01,17,5,7,0
C074,2023-07-24,23,6,8,0
C074,2023-10-23,24,4,9,1
C074,2023-09-04,16,5,8,1
C074,2023-08-14,23,4,2,0
C074,2023-05-15,27,6,5,0
C074,2023-05-08,19,7,8,0
C074,2024-11-18,28,4,5,0
C074,2023-12-25,19,4,3,0
C074,2023-09-18,22,6,4,0
C074,2024-12-16,16,4,5,0
C074,2024-03-25,17,8,6,0
C074,2023-10-09,23,5,5,0
C074,2024-10-14,17,4,6,1
C074,2024-12-02,19,3,2,1
C074,2024-09-30,17,4,8,1
C074,2024-03-11,31,5,1,1
C074,2024-12-23,13,7,9,0
C074,2023-04-10,17,3,6,0
C074,2024-07-29,19,7,8,1
C074,2023-08-21,12,6,2,0
C074,2024-02-26,19,3,3,1
C074,2023-12-18,20,3,4,0
C074,2024-06-10,20,2,7,0
C074,2023-07-17,14,6,1,2
C074,2024-02-19,20,7,3,0
C074,2024-03-04,21,2,5,2
C074,2023-08-28,20,6,9,1
C074,2023-08-07,16,5,8,0
C074,2023-06-12,17,5,5,1
C074,2024-08-19,22,5,5,2
C074,2023-02-13,23,6,1,2
C074,2023-07-03,16,7,1,1
C074,2024-08-12,22,5,1,1
C074,2024-09-23,19,5,8,0
C074,2023-06-05,18,6,8,1
C074,2023-11-20,23,9,3,0
C074,2024-11-04,13,6,9,0
C074,2024-11-25,30,4,3,1
C074,2024-06-17,13,5,4,1
C074,2023-02-20,20,4,4,0
C074,2023-11-27,19,4,2,1
C074,2024-01-29,13,6,4,1
C074,2023-01-02,27,4,9,1
C074,2023-09-25,16,7,2,1
C074,2024-07-01,22,4,2,0
C074,2023-06-26,23,8,7,1
C074,2024-02-12,20,4,3,0
C074,2024-04-29,22,5,2,0
C074,2024-02-05,25,4,3,0
C074,2023-01-23,18,5,7,0
C075,2023-09-25,16,8,2,0
C075,2024-01-22,22,3,3,2
C075,2023-01-23,16,8,2,1
C075,2024-01-15,23,3,8,0
C075,2024-04-08,24,7,5,0
C075,2024-07-22,19,7,4,0
C075,2024-07-29,20,5,4,0
C075,2024-08-05,22,9,4,0
C075,2023-06-12,23,4,7,0
C075,2023-04-17,22,2,1,0
C075,2024-04-29,19,7,7,0
C075,2024-04-15,18,3,3,0
C075,2024-06-17,13,8,2,1
C075,2023-11-20,21,6,9,0
C075,2023-05-15,23,10,5,1
C075,2024-06-24,19,3,7,1
C075,2024-09-16,22,5,4,1
C075,2023-07-24,19,6,7,0
C075,2024-02-26,23,2,4,3
C075,2023-07-17,24,5,4,1
C075,2024-08-26,20,5,3,0
C075,2024-05-20,17,7,5,1
C075,2023-05-08,25,5,1,0
C075,2023-12-11,20,2,1,0
C075,2024-01-08,19,3,5,0
C075,2023-03-27,27,4,2,1
C075,2023-05-29,27,1,2,0
C075,2024-11-18,15,10,5,2
C075,2024-10-14,20,3,1,0
C075,2024-03-11,21,1,4,0
C075,2023-10-16,16,2,7,0
C075,2023-11-06,21,10,3,0
C075,2023-10-09,19,13,6,1
C075,2024-12-23,22,7,4,0
C075,2023-04-10,27,7,1,1
C075,2024-02-19,14,2,6,0
C075,2023-09-04,16,3,9,0
C075,2024-12-30,16,7,9,1
C075,2023-08-07,21,7,3,1
C076,2024-12-30,15,5,9,1
C076,2024-01-15,13,4,3,0
C076,2023-06-19,21,9,1,1
C076,2024-01-22,16,7,8,2
C076,2023-04-03,14,5,1,0
C076,2023-02-27,14,5,9,0
C076,2024-10-21,10,5,8,0
C076,2023-01-23,17,3,9,0
C076,2023-05-29,17,5,9,0
C076,2024-07-22,18,6,8,0
C076,2023-07-24,20,9,1,1
C076,2023-02-06,21,7,4,1
C076,2023-03-20,17,8,6,0
C076,2023-02-20,17,5,6,1
C076,2023-06-12,19,2,2,1
C076,2024-05-27,26,7,2,0
C076,2023-10-16,18,7,1,1
C076,2024-05-13,26,6,9,0
C076,2024-10-28,26,6,8,0
C076,2024-04-01,18,5,4,0
C076,2024-01-29,18,3,4,1
C076,2024-12-23,11,3,8,0
C076,2023-03-13,24,2,8,0
C076,2024-02-26,17,3,1,0
C076,2023-08-28,18,3,7,1
C076,2023-09-18,25,3,7,1
C076,2023-09-11,18,7,4,0
C076,2023-07-31,21,3,2,0
C076,2024-02-12,18,4,2,0
C076,2024-07-29,25,5,4,1
C076,2024-06-24,21,5,9,1
C076,2023-05-22,21,3,2,1
C076,2024-10-07,20,11,6,1
C076,2024-01-01,18,8,5,2
C076,2023-09-04,13,2,9,0
C076,2023-10-02,14,2,9,0
C076,2023-05-01,23,5,1,0
C076,2023-11-06,19,5,1,0
C076,2024-07-08,20,3,7,0
C076,2024-07-01,19,6,8,1
C076,2023-01-09,23,4,8,0
C076,2024-04-15,23,7,9,1
C076,2023-04-17,29,3,4,0
C076,2023-08-21,26,5,8,0
C076,2023-05-15,13,4,9,0
C076,2024-02-19,22,9,6,0
C076,2024-04-08,20,7,7,1
C076,2024-03-18,20,7,3,1
C076,2024-06-17,17,4,5,0
C076,2024-09-30,17,5,5,1
C076,2023-12-04,16,6,7,1
C076,2023-07-17,21,5,1,3
C077,2024-09-16,24,2,5,1
C077,2024-01-29,14,2,1,0
C077,2023-10-02,31,3,6,1
C077,2023-08-28,29,5,9,1
C077,2024-06-10,25,4,5,0
C077,2024-12-23,25,3,8,0
C077,2023-11-06,21,7,7,0
C077,2024-07-15,21,4,8,0
C077,2023-05-01,10,5,1,0
C077,2023-04-03,26,3,1,2
C077,2024-06-17,18,7,2,0
C077,2023-07-03,23,9,4,2
C077,2023-04-24,24,7,9,0
C077,2023-07-10,20,6,9,2
C077,2023-08-21,24,5,3,1
C077,2024-09-23,19,6,5,1
C077,2024-05-20,17,5,7,0
C077,2024-08-12,32,3,2,0
C077,2023-05-15,18,3,9,0
C077,2024-11-04,19,3,8,0
C077,2023-02-06,17,2,7,1
C077,2023-02-13,20,7,9,1
C077,2023-05-29,23,3,6,0
C077,2023-10-16,14,8,2,1
C077,2023-07-17,18,3,5,0
C077,2023-03-06,21,3,1,1
C077,2023-06-12,23,1,2,0
C077,2023-01-30,30,5,9,0
C077,2023-05-08,21,2,6,0
C077,2023-09-18,16,4,7,0
C077,2023-02-20,18,5,5,1
C077,2023-12-11,16,8,3,0
C077,2023-06-19,20,3,2,1
C077,2024-09-09,23,6,4,0
C077,2023-09-25,21,5,8,0
C077,2024-04-22,13,5,7,0
C077,2024-10-07,13,4,1,0
C077,2023-07-31,23,10,6,0
C077,2023-03-27,15,4,8,1
C077,2024-04-01,22,7,5,1
C077,2024-12-02,21,7,3,0
C077,2024-12-09,17,5,9,1
C077,2024-11-11,19,4,5,0
C077,2023-01-02,25,8,9,0
C077,2023-08-14,23,4,6,0
C077,2024-02-12,19,9,5,0
C078,2024-12-23,24,2,5,1
C078,2024-12-30,12,2,4,0
C078,2024-04-01,20,5,4,1
C078,2023-06-12,24,7,5,1
C078,2024-08-12,14,3,4,0
C078,2024-03-18,20,8,7,0
C078,2023-12-04,19,7,6,0
C078,2024-01-01,16,3,1,1
C078,2023-04-17,17,3,3,1
C078,2023-10-02,14,12,8,0
C078,2023-01-16,19,4,5,1
C078,2024-03-11,20,1,8,0
C078,2024-03-04,23,8,6,0
C078,2023-02-27,22,2,2,1
C078,2024-04-22,23,3,5,0
C078,2024-08-05,20,2,1,0
C078,2024-09-16,27,1,1,1
C078,2023-08-28,16,7,7,2
C078,2023-02-20,14,5,7,0
C078,2023-03-13,23,5,3,1
C078,2024-03-25,21,3,7,1
C078,2024-08-26,17,6,5,0
C078,2023-01-30,22,3,2,0
C078,2024-09-23,19,5,1,1
C078,2024-04-29,22,7,8,0
C078,2023-12-11,21,6,7,1
C078,2024-06-10,22,8,5,0
C078,2023-02-06,28,3,8,0
C078,2023-01-23,25,12,2,0
C078,2024-06-03,18,7,4,0
C078,2024-07-01,19,8,8,1
C078,2024-01-15,26,8,9,0
C078,2023-06-05,16,9,5,0
C078,2024-02-26,30,2,8,1
C078,2023-07-17,25,4,7,0
C078,2024-12-16,12,4,8,0
C078,2023-11-06,25,3,1,1
C078,2024-01-08,16,6,9,0
C078,2023-08-07,36,5,1,0
C078,2023-01-02,25,6,1,0
C078,2024-05-06,18,2,5,0
C078,2023-04-03,13,4,9,2
C078,2023-10-23,19,8,3,0
C078,2024-09-02,29,1,5,0
C078,2023-03-06,15,7,8,0
C078,2023-05-01,19,4,5,0
C078,2023-07-10,17,7,2,0
C078,2024-01-22,15,7,6,1
C078,2024-02-12,24,2,5,1
C078,2024-11-11,19,3,4,1
C078,2024-09-30,18,7,6,0
C079,2024-10-21,23,5,8,0
C079,2024-07-22,22,6,3,1
C079,2023-01-16,16,6,6,1
C079,2023-01-02,22,5,6,1
C079,2024-04-15,19,4,4,0
C079,2024-01-15,25,1,8,0
C079,2023-07-24,12,2,5,2
C079,2023-10-30,18,2,3,1
C079,2024-11-04,20,5,2,0
C079,2024-01-22,21,8,4,0
C079,2023-11-06,16,4,3,0
C079,2023-04-03,21,6,9,0
C079,2023-11-13,20,2,5,0
C079,2024-12-09,19,1,7,0
C079,2023-06-12,23,1,8,1
C079,2023-10-02,19,2,5,1
C079,2023-05-01,18,3,7,1
C079,2024-04-29,14,4,9,0
C079,2024-05-06,19,5,5,0
C079,2024-09-23,15,4,6,1
C079,2024-07-01,23,7,9,1
C079,2023-09-04,32,5,5,0
C079,2024-06-10,18,6,4,0
C079,2024-11-11,22,6,9,2
C079,2024-02-05,18,6,6,0
C079,2024-07-08,15,5,9,1
C079,2024-01-29,16,6,5,1
C079,2023-03-27,26,5,6,1
C079,2024-03-18,25,5,5,0
C079,2024-08-19,17,3,3,1
C079,2023-04-24,20,13,4,0
C079,2023-12-18,20,1,8,1
C079,2024-09-30,19,8,6,1
C079,2023-10-16,25,3,1,1
C079,2024-09-02,16,7,7,0
C079,2024-04-08,22,5,8,0
C079,2023-11-27,17,7,8,0
C079,2024-12-16,13,5,2,1
C079,2024-06-24,19,3,9,0
C079,2024-07-15,19,9,2,0
C079,2023-08-28,15,5,5,0
C079,2024-01-08,22,6,4,1
C079,2024-10-28,23,6,3,0
C079,2023-12-11,28,7,8,0
C079,2023-05-08,22,6,9,0
C079,2023-06-05,24,2,8,0
C079,2024-05-20,22,9,1,0
C079,2024-11-18,10,4,2,0
C079,2024-11-25,19,5,9,0
C079,2024-04-01,15,4,5,2
C079,2023-02-20,15,4,7,0
C079,2023-03-06,19,6,1,0
C079,2024-06-17,16,9,2,0
C079,2023-05-15,16,6,4,1
C079,2023-04-10,22,3,4,0
C079,2023-07-17,30,5,9,0
C079,2023-12-04,26,0,7,1
C079,2023-04-17,19,9,7,1
C079,2023-02-13,21,4,9,1
C079,2023-12-25,26,5,7,0
C079,2023-08-14,19,6,3,2
C079,2023-06-19,17,7,2,1
C079,2024-03-11,20,11,5,1
C079,2024-03-25,13,10,9,0
C079,2024-05-27,17,5,9,0
C079,2024-12-02,14,8,4,0
C080,2024-07-15,22,3,2,0
C080,2024-12-02,18,3,7,0
C080,2024-08-05,17,5,6,0
C080,2024-01-01,19,6,8,0
C080,2023-09-18,26,6,6,1
C080,2024-06-03,26,2,2,1
C080,2024-05-20,25,5,6,0
C080,2024-12-23,15,4,8,0
C080,2023-02-27,21,6,8,0
C080,2023-07-03,18,5,2,1
C080,2024-05-06,26,7,9,2
C080,2023-10-16,14,4,5,0
C080,2024-04-01,20,3,9,0
C080,2023-10-30,19,6,2,2
C080,2023-05-22,15,3,4,0
C080,2023-04-03,10,2,8,0
C080,2024-05-13,24,5,3,1
C080,2024-08-12,26,5,9,1
C080,2024-04-15,20,6,2,1
C080,2024-08-26,26,1,9,0
C080,2023-01-30,22,5,6,0
C080,2024-06-24,29,5,9,0
C080,2024-09-16,15,5,6,1
C080,2024-03-04,18,6,4,0
C080,2024-12-09,9,5,2,0
C080,2024-04-22,13,3,4,1
C080,2023-01-16,19,4,3,0
C080,2023-12-18,11,4,9,0
C080,2024-10-07,20,2,6,0
C080,2023-02-20,17,3,9,0
C080,2024-03-11,27,9,9,2
C080,2023-07-24,19,9,3,0
C080,2023-01-02,23,5,9,0
C080,2024-10-28,20,6,7,0
C081,2024-09-30,20,12,5,2
C081,2023-10-09,21,10,6,0
C081,2023-08-14,19,6,8,1
C081,2023-03-27,18,5,1,0
C081,2023-01-09,17,4,4,0
C081,2024-04-22,14,5,8,0
C081,2024-04-08,32,7,5,0
C081,2023-08-07,25,9,9,0
C081,2023-07-10,18,6,1,1
C081,2024-02-12,16,4,3,0
C081,2023-06-05,23,1,6,0
C081,2024-03-04,15,5,5,0
C081,2024-03-18,25,4,6,1
C081,2024-11-25,14,8,1,0
C081,2024-08-26,19,8,2,1
C081,2024-05-13,12,9,3,0
C081,2024-12-02,22,5,1,0
C081,2023-02-27,23,7,4,0
C081,2023-01-16,21,7,3,0
C081,2024-05-06,25,4,3,0
C081,2023-09-18,19,6,9,1
C081,2024-12-09,19,5,1,0
C081,2023-09-25,20,5,2,0
C081,2024-08-05,24,3,8,1
C081,2023-11-27,19,3,3,2
C081,2024-04-15,16,6,4,0
C081,2024-09-09,20,6,2,0
C081,2024-09-02,22,5,3,1
C081,2024-11-18,22,7,3,0
C081,2024-07-08,20,4,1,1
C081,2024-07-22,21,6,4,0
C081,2023-11-13,17,8,3,0
C081,2024-05-20,26,7,3,0
C081,2024-09-16,21,5,6,1
C081,2024-07-01,22,4,6,0
C081,2024-04-29,17,2,6,0
C081,2024-06-03,19,6,8,1
C081,2023-12-11,23,3,4,0
C081,2023-08-28,22,2,9,1
C081,2023-09-04,27,4,2,0
C081,2023-07-03,21,2,6,1
C081,2023-05-22,26,2,4,0
C082,2024-04-15,26,7,3,0
C082,2024-07-29,21,7,1,0
C082,2024-07-08,20,2,9,3
C082,2023-05-29,24,4,9,0
C082,2023-05-15,22,5,2,0
C082,2023-11-13,20,3,7,1
C082,2023-04-17,25,7,1,0
C082,2024-08-12,18,10,5,0
C082,2024-08-26,22,5,4,1
C082,2024-04-01,20,7,2,1
C082,2024-02-19,20,7,1,0
C082,2023-07-17,13,2,1,2
C082,2023-01-30,18,6,1,1
C082,2024-04-29,27,8,7,0
C082,2024-02-12,21,4,6,0
C082,2023-06-26,16,8,8,0
C082,2024-06-03,26,5,5,0
C082,2024-05-20,24,3,3,1
C082,2024-02-05,15,7,1,1
C082,2024-09-09,27,5,4,0
C082,2024-08-05,23,6,4,0
C082,2023-04-03,21,3,9,1
C082,2023-08-21,17,5,7,0
C082,2023-05-01,25,11,9,0
C082,2024-12-30,18,7,2,0
C082,2023-12-25,15,4,8,2
C082,2023-01-16,18,5,9,0
C082,2024-11-04,12,3,4,0
C082,2024-01-22,16,8,8,0
C082,2024-05-27,16,6,8,0
C082,2023-12-18,29,6,2,2
C082,2024-03-18,23,2,3,1
C082,2024-07-15,15,5,8,0
C082,2024-03-25,25,2,7,2
C082,2024-10-14,18,7,1,0
C082,2023-02-13,24,5,7,0
C083,2023-06-26,20,5,8,1
C083,2023-01-02,27,0,4,0
C083,2023-11-13,22,3,7,0
C083,2024-01-08,22,2,7,0
C083,2024-05-13,20,4,1,0
C083,2024-11-18,26,5,5,1
C083,2023-12-04,17,8,2,0
C083,2023-08-14,21,7,4,0
C083,2023-03-27,24,2,1,0
C083,2024-04-01,21,6,8,0
C083,2024-10-07,24,4,7,0
C083,2024-12-30,22,5,6,0
C083,2023-10-30,19,5,1,1
C083,2023-05-29,16,2,2,1
C083,2023-07-10,16,3,7,1
C083,2024-11-11,17,3,8,2
C083,2023-12-18,18,7,3,0
C083,2023-05-15,17,6,6,0
C083,2023-12-25,17,3,6,1
C083,2023-08-07,24,4,2,0
C083,2024-07-01,20,4,9,0
C083,2023-10-23,22,4,7,0
C083,2023-04-03,16,4,8,1
C083,2023-10-16,13,3,7,1
C083,2023-11-20,27,7,9,0
C083,2024-08-26,27,6,9,0
C083,2023-02-13,16,6,4,1
C083,2023-01-30,21,3,9,0
C083,2024-11-25,25,7,5,1
C083,2023-09-25,26,7,3,2
C083,2024-06-03,24,0,1,2
C083,2024-09-02,22,5,9,2
C083,2023-03-20,14,5,2,1
C083,2023-08-28,25,3,7,0
C083,2023-09-11,25,4,6,1
C083,2024-05-27,25,3,5,0
C083,2024-04-08,24,3,5,1
C083,2024-01-29,18,7,5,0
C083,2023-02-06,23,6,6,1
C083,2024-12-02,19,6,4,0
C083,2023-04-24,21,5,2,0
C083,2024-07-08,21,5,2,0
C083,2024-07-29,11,3,9,0
C083,2024-12-23,18,2,3,0
C083,2023-05-22,16,4,4,1
C083,2024-10-14,17,4,7,0
C083,2024-09-16,19,3,9,1
C083,2023-07-17,18,5,8,1
C083,2024-03-04,23,4,1,0
C083,2024-10-21,20,9,5,0
C083,2024-04-22,13,7,8,0
C083,2023-02-20,22,3,9,1
C084,2023-01-02,17,7,4,0
C084,2023-12-11,19,3,5,1
C084,2024-05-27,21,5,9,1
C084,2024-10-07,19,7,4,2
C084,2024-11-11,27,0,6,1
C084,2023-08-28,22,3,9,0
C084,2024-05-20,16,5,3,1
C084,2024-05-13,14,3,2,0
C084,2024-06-17,21,7,5,0
C084,2024-03-04,21,2,8,0
C084,2024-01-15,24,5,6,1
C084,2024-04-08,17,4,9,0
C084,2023-02-13,20,2,9,0
C084,2023-08-14,13,5,9,0
C084,2024-06-03,17,5,6,1
C084,2023-02-27,20,2,5,3
C084,2023-03-27,22,3,5,0
C084,2023-10-30,26,9,1,0
C084,2024-10-28,33,4,4,2
C084,2023-01-30,18,6,2,0
C084,2024-03-18,19,2,8,0
C084,2024-01-01,22,4,9,0
C084,2024-12-16,15,3,6,0
C084,2024-11-18,18,2,2,1
C084,2024-07-08,11,4,5,1
C084,2024-04-22,21,5,3,1
C084,2023-05-08,24,6,8,1
C084,2024-01-22,16,6,8,0
C084,2023-10-23,21,3,4,1
C084,2023-12-25,21,1,9,0
C084,2024-04-01,22,6,5,2
C084,2024-07-01,21,9,2,0
C084,2024-05-06,17,4,5,0
C084,2023-07-24,23,6,1,2
C084,2024-08-26,22,8,3,1
C084,2024-09-02,12,4,4,2
C084,2023-09-04,22,6,3,0
C084,2024-02-12,25,7,3,1
C084,2023-06-12,18,6,9,1
C084,2024-04-15,18,6,6,0
C084,2023-08-21,30,8,5,0
C084,2023-06-19,21,4,5,0
C084,2023-05-01,19,4,9,0
C085,2024-02-12,24,4,7,2
C085,2023-05-01,15,7,9,0
C085,2023-02-06,33,6,3,0
C085,2023-01-30,24,5,4,0
C085,2024-03-25,20,6,3,0
C085,2023-11-06,18,7,5,0
C085,2023-10-23,16,6,7,1
C085,2023-06-05,25,4,1,0
C085,2023-12-25,21,9,4,0
C085,2023-04-24,24,4,8,1
C085,2024-11-04,27,6,7,1
C085,2024-05-27,21,4,8,1
C085,2024-06-24,8,6,1,0
C085,2024-02-19,22,10,4,2
C085,2024-04-22,22,5,3,0
C085,2024-04-15,18,4,2,1
C085,2023-10-02,33,6,6,0
C085,2024-08-05,24,2,8,4
C085,2024-11-25,20,5,7,0
C085,2023-06-19,25,10,8,0
C085,2024-08-19,18,4,6,1
C085,2023-05-22,27,3,1,0
C085,2024-08-12,27,9,4,0
C085,2023-03-27,31,3,9,0
C085,2024-11-18,23,10,3,1
C085,2023-02-20,22,4,5,1
C085,2024-03-18,17,5,9,1
C085,2024-10-07,21,8,8,0
C085,2023-06-26,23,7,6,0
C085,2023-09-25,18,3,8,0
C085,2024-10-14,25,9,6,0
C085,2023-06-12,16,4,8,0
C085,2023-09-18,30,1,5,0
C085,2023-03-13,24,8,2,3
C085,2023-07-03,20,3,5,1
C086,2023-07-31,15,5,4,0
C086,2024-06-24,26,8,9,0
C086,2023-10-30,21,7,9,0
C086,2024-02-19,25,5,9,0
C086,2023-05-15,27,2,8,0
C086,2024-10-21,20,8,8,0
C086,2024-04-15,27,2,5,0
C086,2023-06-05,21,3,1,1
C086,2023-04-17,14,5,3,2
C086,2023-05-22,20,5,2,0
C086,2024-10-07,23,6,6,0
C086,2023-11-20,21,3,8,0
C086,2023-02-20,23,9,3,0
C086,2024-12-30,18,2,3,0
C086,2023-04-24,20,10,5,0
C086,2024-09-30,30,4,1,0
C086,2023-10-02,26,5,6,1
C086,2024-03-11,20,7,4,0
C086,2024-05-06,30,5,7,0
C086,2023-08-28,22,6,9,1
C086,2023-09-04,23,5,9,0
C086,2024-12-09,26,3,9,1
C086,2023-06-12,20,5,3,2
C086,2023-03-20,13,4,3,1
C086,2023-08-07,19,5,8,1
C086,2024-05-20,16,3,6,2
C086,2024-12-16,29,5,1,1
C086,2024-03-18,23,1,8,1
C086,2023-12-25,21,9,5,1
C086,2024-06-03,17,4,6,0
C086,2023-11-06,28,5,9,0
C086,2023-03-06,18,3,2,2
C086,2023-07-03,21,6,5,0
C086,2024-09-23,19,9,4,1
C086,2024-11-18,23,4,3,1
C086,2024-03-04,21,4,9,1
C086,2023-08-21,13,4,7,0
C086,2024-09-09,16,8,2,0
C086,2024-07-15,19,4,7,0
C086,2024-07-08,19,6,6,0
C086,2023-02-06,17,6,3,0
C086,2023-05-01,22,3,4,1
C086,2024-08-05,18,4,5,0
C086,2023-01-23,22,5,9,1
C086,2023-10-23,25,2,8,0
C086,2023-05-29,26,4,4,0
C086,2023-07-24,15,8,5,0
C086,2023-11-13,15,5,7,0
C086,2023-02-27,22,8,9,0
C086,2024-08-26,16,8,7,0
C086,2023-06-26,15,8,7,1
C086,2023-05-08,16,11,4,0
C086,2023-07-17,21,3,2,1
C086,2024-08-19,19,5,2,1
C086,2023-12-11,30,7,4,1
C086,2024-01-01,20,5,7,1
C086,2023-03-27,25,1,3,0
C086,2023-08-14,19,3,3,0
C086,2024-01-08,16,5,6,0
C086,2023-06-19,29,3,4,1
C086,2024-12-02,15,6,9,0
C086,2024-04-01,15,12,7,2
C086,2024-12-23,21,6,8,0
C086,2024-02-12,14,3,8,1
C086,2024-04-22,20,3,6,0
C086,2024-05-13,26,3,4,0
C086,2023-11-27,18,6,8,0
C086,2023-04-03,12,0,3,0
C086,2024-11-11,20,2,2,0
C086,2023-01-02,17,5,8,0
C087,2024-11-11,18,6,6,2
C087,2023-09-11,18,3,7,0
C087,2024-03-11,13,4,4,0
C087,2023-11-27,16,7,7,0
C087,2024-04-29,20,3,3,1
C087,2023-03-27,16,5,7,1
C087,2023-06-05,22,3,4,0
